SH_ID,C_ID,C_NAME,C_EMAIL_ID,C_CONT_NO,C_ADDR,C_TYPE,M_ID,Start_date,End_date,Employee_ID,Employee_Name,Employee_Designation,Employee_Branch,Employee_Address,Employee_Contact,SH_CONTENT,SH_DOMAIN,SER_TYPE,SH_WEIGHT,SH_CHARGES,SR_ADDR,DS_ADDR,Status,Sent_Date,Delivery_Date,delivery_days,is_delivered,is_cancelled,is_ontime,Payment_ID,Payment_Status,Payment_Date,Amount
599,8834,Dejon,Ericka359@ymail.com,6582738747,0 Block of WAVERLY PL,Internal Goods,735,1988-04-12,2002-07-22,787,Ericka,IT support executive,SC,BRANNAN ST / 9TH ST,7592482439,Industrial Equipments,Domestic,Regular,946,1100,400 Block of ELLIS ST,800 Block of MOSCOW ST,NOT DELIVERED,2001-08-31,,,False,True,False,31ae9a98-66f3-11ea-9239-7077813058ce,NOT PAID,,58511
306,1201,Sydney,Curtis682@hotmail.com,7050577792,MARKET ST / 3RD ST,Internal Goods,666,1988-01-24,2007-06-21,658,Curtis,Sales manager,IL,200 Block of ASHBURY ST,1575826863,Hazardous Goods,Domestic,Regular,654,1150,100 Block of LEAVENWORTH ST,100 Block of PERSIA AV,DELIVERED,1983-01-28,1983-07-22,175.0,True,False,False,31af36c0-66f3-11ea-9653-7077813058ce,PAID,1983-07-22,52868
536,2573,Bernadine,Alessia799@hotmail.com,8241842420,1000 Block of CONNECTICUT ST,Internal Goods,888,2008-08-09,2010-06-12,302,Alessia,Fleet manager,CA,1200 Block of THE EMBARCADERONORTH ST,4826890428,Construction,Domestic,Express,74,281,100 Block of POWELL ST,0 Block of TAYLOR ST,DELIVERED,2016-09-23,2016-09-21,-2.0,True,False,True,31affa0a-66f3-11ea-8464-7077813058ce,PAID,2016-09-21,8206
20,6759,Julianna,Bridgett374@yahoo.com,2604037592,800 Block of NORTHPOINT ST,Internal Goods,310,1972-04-24,1982-03-12,959,Bridgett,Warehouse in charge,MS,100 Block of OFARRELL ST,1171287473,Construction,Domestic,Regular,630,1062,1600 Block of 39TH AV,PARNASSUS AV / CLAYTON ST,NOT DELIVERED,2017-09-29,,,False,True,False,31b0e428-66f3-11ea-8884-7077813058ce,NOT PAID,,48873
515,2601,Gwendolyn,Kelly848@hotmail.com,9380507727,100 Block of 3RD ST,Wholesale,43,1982-09-06,1995-06-11,467,Kelly,Project director,IL,0 Block of BRADY ST,3594123975,Healthcare,Domestic,Express,782,1425,MARKET ST / CHURCH ST,LOMBARD ST / LEAVENWORTH ST,NOT DELIVERED,1996-01-01,,,False,True,False,31b21c7a-66f3-11ea-b007-7077813058ce,NOT PAID,,22214
332,2656,Maurice,Francis214@hotmail.com,4722321429,100 Block of TURQUOISE WY,Wholesale,722,1982-03-23,1997-04-13,642,Francis,Project director,NY,ANZA ST / SPRUCE ST,7051750919,Luggage,International,Regular,45,39,100 Block of UPPER TR,POST ST / HYDE ST,NOT DELIVERED,2008-09-14,,,False,True,False,31b2dfd8-66f3-11ea-b094-7077813058ce,NOT PAID,,806
127,9645,Muriel,Stephania835@gmail.com,9598036922,1100 Block of SUTTER ST,Wholesale,233,1999-06-04,2015-12-24,472,Stephania,Warehouse manager,GA,1600 Block of HAIGHT ST,6886408134,Luggage,International,Express,916,1143,300 Block of SALINAS AV,1900 Block of FILLMORE ST,DELIVERED,2006-01-08,2006-01-09,1.0,True,False,True,31b3ca0a-66f3-11ea-bdb1-7077813058ce,PAID,2006-01-09,27590
958,584,Marie,Zella692@yahoo.co.in,2677043411,900 Block of GEARY ST,Wholesale,392,1976-12-15,1978-12-15,700,Zella,Non-executive director,WV,FRANKLIN ST / GOLDEN GATE AV,7077868681,Hazardous Goods,International,Express,274,669,0 Block of GOLDEN GATE AV,900 Block of MARIPOSA ST,NOT DELIVERED,2016-02-24,,,False,True,False,31b4db48-66f3-11ea-8ac6-7077813058ce,NOT PAID,,5769
42,2121,Holli,Tiffany386@ymail.com,4336869761,HAIGHT ST / MARKET ST,Wholesale,527,1973-11-27,1981-10-16,305,Tiffany,Assistant manager,OH,JACKSON ST / GRANT AV,4425132485,Arts and crafts,Domestic,Regular,987,1134,MINNA ST / 5TH ST,MARKET ST / 5TH ST,DELIVERED,1979-01-20,1979-09-12,235.0,True,False,False,31b6138a-66f3-11ea-a991-7077813058ce,PAID,1979-09-12,38290
977,2142,Rory,Bernard448@google.co.in,3463358376,MISSION ST / RUSSIA AV,Internal Goods,767,1973-09-07,1976-10-14,676,Bernard,HR manager,MN,JONES ST / STEVELOE PL,3975638935,Arts and crafts,International,Regular,434,558,200 Block of MISSOURI ST,900 Block of ELLSWORTH ST,DELIVERED,2002-02-03,2002-10-20,259.0,True,False,False,31b6fdd4-66f3-11ea-8bc0-7077813058ce,PAID,2002-10-20,44807
460,2396,Miley,Parth128@gmail.com,6083580617,19TH ST / YORK ST,Retail,650,1984-10-03,1991-03-16,602,Parth,Chief executive officer,LA,1400 Block of WASHINGTON ST,8049380718,Electronics,International,Express,897,1313,100 Block of EDDY ST,1400 Block of KIRKWOOD CT,DELIVERED,2005-04-16,2005-09-15,152.0,True,False,False,31b80f2e-66f3-11ea-9f03-7077813058ce,PAID,2005-09-15,11223
659,8747,Trey,Arlene95@ymail.co.in,3087180828,GEARY ST / STOCKTON ST,Retail,908,2006-01-15,2024-07-28,175,Arlene,Warehouse in charge,CA,15TH AV / SHELDON TR,6417574125,Automotive,International,Regular,442,595,0 Block of UNITEDNATIONS PZ,200 Block of HAHN ST,DELIVERED,1998-02-21,1998-09-11,202.0,True,False,False,31b8ab40-66f3-11ea-a1ea-7077813058ce,PAID,1998-09-11,85889
197,4142,Debora,Ronnie261@ymail.co.in,1771412315,700 Block of 14TH ST,Retail,955,1977-09-29,1992-07-18,679,Ronnie,Delivery Boy,MA,800 Block of MARKET ST,2458047806,Food and Beverages,Domestic,Express,98,360,300 Block of BUCHANAN ST,2800 Block of BRYANT ST,DELIVERED,1989-03-29,1989-08-23,147.0,True,False,False,31b96e70-66f3-11ea-9a67-7077813058ce,PAID,1989-08-23,57138
540,9770,Sonja,Anne892@hotmail.com,7962531995,OAKDALE AV / SELBY ST,Wholesale,106,2006-08-19,2013-01-07,412,Anne,Project director,CT,400 Block of SUTTER ST,4345935028,Luggage,International,Express,431,934,4000 Block of GEARY BL,1000 Block of POTRERO AV,DELIVERED,1977-04-21,1977-11-08,201.0,True,False,False,31ba31b0-66f3-11ea-b455-7077813058ce,PAID,1977-11-08,987
178,2593,Willie,Kathleen439@outlook.com,5212165773,100 Block of BROOKDALE AV,Wholesale,410,2013-03-10,2032-07-12,486,Kathleen,Delivery Boy,WV,200 Block of 6TH ST,4167720507,Construction,International,Express,745,1383,3100 Block of 23RD ST,GEARY ST / POWELL ST,DELIVERED,2009-01-01,2009-01-26,25.0,True,False,False,31bb1bfa-66f3-11ea-982b-7077813058ce,PAID,2009-01-26,80179
202,9807,Max,Jalen33@yahoo.com,1106944265,DUNCAN ST / DOUGLASS ST,Retail,311,2005-03-25,2019-09-24,899,Jalen,Manager,NY,1400 Block of 19TH AV,4565205218,Home Furnishing,International,Express,871,1274,200 Block of HAHN ST,600 Block of VALENCIA ST,DELIVERED,2001-01-27,2001-08-03,188.0,True,False,False,31bbdf14-66f3-11ea-8012-7077813058ce,PAID,2001-08-03,63810
632,2525,Danielle,Jensen191@ymail.co.in,9484650144,500 Block of JOHNFKENNEDY DR,Internal Goods,830,2010-06-24,2026-11-19,123,Jensen,Warehouse in charge,OH,1900 Block of UNION ST,1029848581,Industrial Equipments,Domestic,Regular,67,193,CAPP ST / 17TH ST,ALEMANY BL / ELLSWORTH ST,DELIVERED,1992-08-26,1992-12-25,121.0,True,False,False,31bca246-66f3-11ea-abf6-7077813058ce,PAID,1992-12-25,22261
25,1724,Caitlin,Stanley922@ymail.co.in,5023276687,2100 Block of 24TH AV,Internal Goods,805,1983-10-29,1987-08-30,180,Stanley,Warehouse in charge,WV,SUTTER ST / LARKIN ST,6076587686,Home Furnishing,Domestic,Express,431,702,4TH ST / HARRISON ST,600 Block of CLAY ST,DELIVERED,2004-05-29,2004-05-17,-12.0,True,False,True,31bd8c92-66f3-11ea-9011-7077813058ce,PAID,2004-05-17,37286
990,7146,Enrique,Stanley112@outlook.com,2048989791,900 Block of MARKET ST,Wholesale,351,2013-11-11,2026-11-21,433,Stanley,Warehouse manager,MD,0 Block of LAGUNA ST,4382867697,Construction,International,Regular,178,646,700 Block of BATTERY ST,0 Block of MARINA BL,DELIVERED,2003-05-18,2003-11-28,194.0,True,False,False,31be28b0-66f3-11ea-ac89-7077813058ce,PAID,2003-11-28,73874
913,563,Brenda,Pamela639@google.co.in,8133737988,CHESTNUT ST / COLUMBUS AV,Retail,529,1975-06-12,1983-01-10,244,Pamela,Warehouse manager,IL,0 Block of CHENERY ST,8529787345,Home Furnishing,Domestic,Express,180,755,5TH ST / MARKET ST,MONTGOMERY ST / VALLEJO ST,NOT DELIVERED,1974-05-08,,,False,True,False,31beebdc-66f3-11ea-a06e-7077813058ce,NOT PAID,,20187
371,7771,Andre,Isabela532@hotmail.com,3262621948,200 Block of 9TH ST,Retail,52,2002-11-14,2022-12-23,147,Isabela,Inventory manager,NC,MISSION ST / 13TH ST,2933328030,Arts and crafts,Domestic,Express,280,990,2400 Block of MISSION ST,BEACH ST / TAYLOR ST,NOT DELIVERED,1975-07-03,,,False,True,False,31bfaf0c-66f3-11ea-8a4e-7077813058ce,NOT PAID,,51038
514,4789,Eunice,Tiffani333@outlook.com,3426943865,700 Block of MARKET ST,Internal Goods,30,2016-11-27,2029-06-20,634,Tiffani,Project director,NJ,1700 Block of POST ST,1549574380,Hazardous Goods,Domestic,Express,263,965,TARAVAL ST / 17TH AV,EDDY ST / MASON ST,NOT DELIVERED,1982-05-18,,,False,True,False,31c07288-66f3-11ea-a2cf-7077813058ce,NOT PAID,,89846
707,3221,Johnny,Ora822@outlook.com,7803854441,300 Block of ATHENS ST,Retail,421,2002-06-24,2014-01-04,999,Ora,IT support executive,MI,400 Block of JONES ST,5348595059,Automotive,Domestic,Regular,187,931,19TH ST / SHOTWELL ST,7TH ST / STEVENSON ST,NOT DELIVERED,2007-06-19,,,False,True,False,31c1364c-66f3-11ea-82bf-7077813058ce,NOT PAID,,59967
473,5197,Christa,Crystal579@outlook.com,9770768694,27TH AV / LAKE ST,Internal Goods,696,1995-11-23,2000-06-04,477,Crystal,IT support executive,GA,0 Block of ADAIR ST,8326159645,Arts and crafts,International,Regular,94,361,2300 Block of 14TH AV,0 Block of 12TH ST,DELIVERED,2012-01-25,2012-01-17,-8.0,True,False,True,31c1f8b4-66f3-11ea-8397-7077813058ce,PAID,2012-01-17,59474
847,8183,Wilbur,Todd405@ymail.co.in,2496040176,2400 Block of MARKET ST,Retail,788,2011-05-14,2013-09-11,746,Todd,Engineering department manager,IL,6TH ST / MISSION ST,4303568430,Fashion,International,Express,906,1297,2100 Block of MISSION ST,1100 Block of FOLSOM ST,NOT DELIVERED,1983-04-17,,,False,True,False,31c30a08-66f3-11ea-aba8-7077813058ce,NOT PAID,,77342
815,1126,Steve,Frederick409@outlook.com,5597753640,7TH ST / MARKET ST,Wholesale,590,2002-07-25,2010-12-12,287,Frederick,Delivery Boy,DE,TAYLOR ST / ELLIS ST,4386754323,Healthcare,International,Regular,71,130,1400 Block of VANDYKE AV,EDDY ST / VANNESS AV,DELIVERED,2010-01-30,2010-03-02,31.0,True,False,False,31c49062-66f3-11ea-ba20-7077813058ce,PAID,2010-03-02,57460
928,4899,Ronnie,Makala843@ymail.com,6624913103,1000 Block of BUSH ST,Internal Goods,417,2009-09-25,2023-03-16,310,Makala,Executive director,CA,0 Block of NEWTON ST,8824594477,Hazardous Goods,International,Express,253,904,800 Block of MARKET ST,800 Block of MARKET ST,NOT DELIVERED,1973-09-05,,,False,True,False,31c616ba-66f3-11ea-afb3-7077813058ce,NOT PAID,,74930
210,4732,Julie,Wayne473@gmail.com,2676477272,1300 Block of HAIGHT ST,Internal Goods,635,1980-05-07,1987-10-18,889,Wayne,Warehouse manager,OK,500 Block of CAPP ST,1096489886,Home Furnishing,International,Express,591,1433,300 Block of COLLINGWOOD ST,900 Block of MARKET ST,NOT DELIVERED,2005-10-23,,,False,True,False,31c6b2fe-66f3-11ea-9b07-7077813058ce,NOT PAID,,89389
793,4103,Paola,Bart400@outlook.com,7164606551,700 Block of POST ST,Internal Goods,549,1972-10-26,1989-12-22,512,Bart,Office manager,MO,11TH ST / MINNA ST,3305516916,Automotive,Domestic,Regular,399,835,400 Block of ELLIS ST,17TH ST / SHOTWELL ST,NOT DELIVERED,1996-07-06,,,False,True,False,31c77618-66f3-11ea-bb5b-7077813058ce,NOT PAID,,86767
872,7861,Shemar,Leighann675@gmail.com,6448120894,1000 Block of INGERSON AV,Wholesale,877,2006-01-15,2020-05-08,693,Leighann,Branch manager,FL,HAIGHT ST / STANYAN ST,6982317596,Automotive,International,Express,91,242,21ST ST / POTRERO AV,400 Block of GENEVA AV,DELIVERED,2008-05-21,2008-05-17,-4.0,True,False,True,31c8394a-66f3-11ea-bf8e-7077813058ce,PAID,2008-05-17,42257
298,7764,Albert,Christina573@hotmail.com,8065274712,0 Block of STONEYBROOK AV,Wholesale,690,2010-11-04,2015-03-27,670,Christina,Warehouse in charge,KS,2400 Block of SAN BRUNO AV,6215794970,Hazardous Goods,International,Regular,717,1297,200 Block of 11TH AV,400 Block of TURK ST,NOT DELIVERED,1979-05-13,,,False,True,False,31c8fc98-66f3-11ea-b3c3-7077813058ce,NOT PAID,,28987
941,5345,Kyleigh,Edith189@ymail.co.in,8636405460,3900 Block of MISSION ST,Wholesale,164,1997-05-19,2008-01-13,238,Edith,HR manager,MO,300 Block of 30TH AV,2452732341,Food and Beverages,International,Regular,735,1181,17TH ST / FOLSOM ST,400 Block of BRIGHT ST,DELIVERED,2010-07-01,2010-08-28,58.0,True,False,False,31c9e6be-66f3-11ea-9f95-7077813058ce,PAID,2010-08-28,38952
731,6191,Julianna,Milburn442@hotmail.com,7478765147,300 Block of 6TH AV,Retail,279,1981-11-18,1989-04-20,400,Milburn,HR manager,MT,4200 Block of GEARY BL,1402030924,Hazardous Goods,Domestic,Express,970,1242,KEITH ST / SHAFTER AV,0 Block of SPOFFORD LN,NOT DELIVERED,1983-07-05,,,False,True,False,31caa9ee-66f3-11ea-bce1-7077813058ce,NOT PAID,,50635
500,310,Michaela,Loren171@gmail.com,5704304288,2000 Block of MISSION ST,Internal Goods,574,2005-10-06,2021-04-11,398,Loren,Fleet manager,OH,400 Block of HAIGHT ST,1812999737,Arts and crafts,Domestic,Regular,80,236,900 Block of LARKIN ST,900 Block of STOCKTON ST,NOT DELIVERED,1980-07-05,,,False,True,False,31cb461a-66f3-11ea-a37c-7077813058ce,NOT PAID,,32800
142,3095,Stefania,Zoie905@gmail.com,7239777917,EDDY ST / LARKIN ST,Retail,222,1972-03-12,1989-11-27,955,Zoie,Delivery Boy,IL,1200 Block of POLK ST,6234964560,Arts and crafts,Domestic,Express,550,1171,400 Block of TURK ST,MADRID ST / RUSSIA AV,NOT DELIVERED,1983-08-21,,,False,True,False,31cc0964-66f3-11ea-b6b3-7077813058ce,NOT PAID,,67478
787,2159,Nigel,Coleman372@yahoo.co.in,2543703845,SUTTER ST / FRANKLIN ST,Retail,640,2016-10-11,2027-08-11,193,Coleman,Warehouse manager,NY,1500 Block of MARKET ST,2906446799,Arts and crafts,International,Express,187,864,0 Block of OFARRELL ST,200 Block of TURK ST,DELIVERED,2011-03-28,2011-06-25,89.0,True,False,False,31cccd64-66f3-11ea-a4c2-7077813058ce,PAID,2011-06-25,24449
749,3569,Mavis,Jennifer84@gmail.com,6104073082,700 Block of CABRILLO ST,Retail,896,2016-11-01,2021-07-18,33,Jennifer,Engineering department manager,MA,FELL ST / STEINER ST,6522949251,Automotive,International,Express,262,875,0 Block of PAYSON ST,0 Block of POWELL ST,DELIVERED,2014-04-30,2014-07-02,63.0,True,False,False,31cd8fca-66f3-11ea-97a4-7077813058ce,PAID,2014-07-02,3119
304,5958,Todd,Jensen157@gmail.com,5160860537,COLUMBUS AV / CHESTNUT ST,Retail,318,1974-05-31,1987-07-12,786,Jensen,Block development manager,CT,MISSION ST / 16TH ST,3669773727,Food and Beverages,Domestic,Regular,540,1172,500 Block of STEVENSON ST,HYDE ST / TURK ST,DELIVERED,2004-03-20,2004-09-25,189.0,True,False,False,31ce7a18-66f3-11ea-94eb-7077813058ce,PAID,2004-09-25,13693
30,1275,Marion,Cristina330@ymail.com,2792956542,5TH ST / TOWNSEND ST,Retail,953,2000-03-04,2016-01-28,811,Cristina,Transport manager,VA,MISSION ST / FRANCIS ST,3993420544,Fashion,Domestic,Regular,581,1422,CALIFORNIA ST / DAVIS ST,0 Block of STOCKTON ST,DELIVERED,2010-02-19,2010-03-09,18.0,True,False,False,31cf3d24-66f3-11ea-8054-7077813058ce,PAID,2010-03-09,80796
477,6357,Adrianna,Annamaria542@ymail.co.in,3676237077,100 Block of EDDY ST,Retail,681,2009-01-13,2020-01-22,615,Annamaria,Delivery Boy,NC,HYDE ST / GROVE ST,5372626672,Fashion,International,Regular,840,1061,400 Block of LEAVENWORTH ST,NEWCOMB AV / 3RD ST,NOT DELIVERED,1986-09-07,,,False,True,False,31d0006c-66f3-11ea-9c10-7077813058ce,NOT PAID,,19804
52,4551,Jaimee,Jennie676@gmail.com,2375791511,OAKDALE AV / RANKIN ST,Wholesale,972,2009-05-31,2023-09-25,18,Jennie,Project director,WA,2400 Block of SAN BRUNO AV,8311555346,Hazardous Goods,Domestic,Express,873,1199,1000 Block of COLUMBUS AV,1400 Block of PHELPS ST,NOT DELIVERED,2016-05-20,,,False,True,False,31d16094-66f3-11ea-b511-7077813058ce,NOT PAID,,75766
73,4252,Joe,Eldon965@gmail.com,1578883625,SILVER AV / BOYLSTON ST,Internal Goods,407,1989-08-09,2007-08-14,114,Eldon,Warehouse manager,SC,200 Block of BATTERY ST,7612488075,Home Furnishing,Domestic,Express,315,937,800 Block of BRYANT ST,3800 Block of 24TH ST,NOT DELIVERED,1993-03-06,,,False,True,False,31d222e8-66f3-11ea-9b54-7077813058ce,NOT PAID,,74338
691,2096,Jennifer,Tammi464@google.co.in,3365326918,100 Block of MINNA ST,Internal Goods,226,1985-11-24,1994-09-21,340,Tammi,Office manager,OH,0 Block of CLARION AL,6431033790,Industrial Equipments,Domestic,Regular,955,1369,5TH ST / MISSION ST,1500 Block of HAIGHT ST,DELIVERED,2012-05-02,2012-08-20,110.0,True,False,False,31d2e636-66f3-11ea-8df2-7077813058ce,PAID,2012-08-20,73423
786,5209,Peyton,Elise537@google.co.in,8798033999,500 Block of 2ND ST,Retail,762,2019-09-21,2025-08-19,649,Elise,Chief finance officer,ME,FRANKLIN ST / IVY ST,7665617991,Healthcare,International,Express,372,679,3600 Block of SACRAMENTO ST,SCOTT ST / CHESTNUT ST,DELIVERED,1976-06-06,1976-08-31,86.0,True,False,False,31d3f842-66f3-11ea-a75e-7077813058ce,PAID,1976-08-31,91842
68,9271,Joel,Twanna51@outlook.com,5734730611,POWELL ST / GEARY ST,Retail,872,2000-03-04,2014-12-07,778,Twanna,Market analyst,TX,4000 Block of 19TH AV,4815198694,Arts and crafts,Domestic,Express,182,726,1700 Block of FULTON ST,300 Block of HAIGHT ST,NOT DELIVERED,2004-07-30,,,False,True,False,31d4bb6c-66f3-11ea-9ff7-7077813058ce,NOT PAID,,81148
630,6772,Chasity,Dawn379@gmail.com,7600088539,100 Block of TUCKER AV,Wholesale,473,1976-04-29,1994-07-05,885,Dawn,Head of marketing,NM,0 Block of TAYLOR ST,9875605267,Hazardous Goods,Domestic,Regular,868,1320,3300 Block of BALBOA ST,300 Block of ELLIS ST,DELIVERED,2009-02-23,2009-09-29,218.0,True,False,False,31d5a4e4-66f3-11ea-861b-7077813058ce,PAID,2009-09-29,96963
357,4628,Darrel,Gael721@hotmail.com,5946963380,2300 Block of BUCHANAN ST,Retail,248,2010-06-16,2020-05-12,69,Gael,Market analyst,KY,26TH ST / TREAT AV,5913610613,Healthcare,International,Express,777,1113,200 Block of KING ST,0 Block of FUENTE AV,NOT DELIVERED,1990-10-11,,,False,True,False,31d68f18-66f3-11ea-b8c4-7077813058ce,NOT PAID,,88092
455,3853,Frank,Joao478@ymail.co.in,2407798660,TARAVAL ST / 44TH AV,Retail,416,2011-09-16,2025-12-19,288,Joao,Technical support executive,HI,800 Block of SOUTH VAN NESS AV,7009589164,Construction,International,Regular,172,580,LASALLE AV / PHELPS ST,2000 Block of MISSION ST,NOT DELIVERED,2011-10-08,,,False,True,False,31d77952-66f3-11ea-b47a-7077813058ce,NOT PAID,,66397
947,515,Christina,Muriel437@yahoo.com,3644687016,1ST ST / MISSION ST,Wholesale,425,2017-06-04,2019-12-09,898,Muriel,IT support executive,KS,4300 Block of 25TH ST,3097734889,Fashion,International,Express,665,1257,3300 Block of 22ND ST,CALIFORNIA ST / POLK ST,DELIVERED,1987-01-15,1987-04-30,105.0,True,False,False,31d8638c-66f3-11ea-8b90-7077813058ce,PAID,1987-04-30,1714
589,7513,Bruno,Valeria27@ymail.com,1848195986,0 Block of STOCKTON ST,Wholesale,435,1995-06-07,2009-07-05,473,Valeria,Inventory manager,KS,1900 Block of 14TH AV,3349318383,Arts and crafts,International,Express,516,1084,16TH ST / MISSOURI ST,200 Block of HARKNESS AV,NOT DELIVERED,1971-02-06,,,False,True,False,31d927a2-66f3-11ea-bb48-7077813058ce,NOT PAID,,5059
863,9030,Fabiola,Yasmeen6@outlook.com,5755404369,100 Block of HYDE ST,Internal Goods,370,1998-06-14,2016-04-26,23,Yasmeen,In House logistics executive,TX,1200 Block of HOWARD ST,2261795235,Automotive,International,Regular,412,872,WINSTON DR / 19TH AV,300 Block of BEALE ST,NOT DELIVERED,1975-03-04,,,False,True,False,31d9eaca-66f3-11ea-b8c8-7077813058ce,NOT PAID,,66582
668,2378,Lucien,Cecilia196@hotmail.com,2705083615,MASON ST / TURK ST,Internal Goods,406,1988-08-04,2007-05-20,505,Cecilia,Material handling executive,PA,800 Block of BURNETT AV,8692599127,Luggage,Domestic,Express,938,1067,2100 Block of 16TH AV,5TH ST / MARKET ST,DELIVERED,1972-06-10,1972-06-16,6.0,True,False,True,31da86f6-66f3-11ea-8b12-7077813058ce,PAID,1972-06-16,42143
206,5894,Laverne,Brent496@ymail.co.in,2287296780,4400 Block of 3RD ST,Internal Goods,976,2013-03-10,2014-01-06,401,Brent,Transport manager,NJ,1500 Block of UNION ST,3288511772,Luggage,International,Express,854,1251,1900 Block of WASHINGTON ST,CALIFORNIA ST / FILLMORE ST,NOT DELIVERED,2012-06-25,,,False,True,False,31db9768-66f3-11ea-883c-7077813058ce,NOT PAID,,27741
835,7587,Joseph,Gray853@yahoo.co.in,7152577292,100 Block of MARIETTA DR,Internal Goods,349,2012-05-20,2017-11-27,988,Gray,Non-executive director,VT,2400 Block of CALIFORNIA ST,9918649402,Luggage,International,Regular,638,1314,MARTIN LUTHER KING JR DR / 9TH AV,0 Block of TURK ST,NOT DELIVERED,1977-01-05,,,False,True,False,31dcf6d4-66f3-11ea-a647-7077813058ce,NOT PAID,,696
315,1424,George,Kenny233@hotmail.com,5818539801,1000 Block of FOLSOM ST,Retail,595,1984-05-18,2000-03-15,493,Kenny,Transport manager,AL,400 Block of 26TH AV,5243247634,Food and Beverages,Domestic,Express,230,638,3RD AV / BALBOA ST,400 Block of LAKESHORE DR,NOT DELIVERED,1995-11-26,,,False,True,False,31de0880-66f3-11ea-ab1e-7077813058ce,NOT PAID,,37660
553,5214,Velma,Jasmine269@hotmail.com,5684234865,1300 Block of MARKET ST,Retail,366,1971-06-23,1975-06-04,432,Jasmine,Chief finance officer,SD,14TH ST / FOLSOM ST,1058029786,Arts and crafts,Domestic,Regular,245,611,3800 Block of MISSION ST,100 Block of PAGE ST,NOT DELIVERED,1995-07-26,,,False,True,False,31df1974-66f3-11ea-948f-7077813058ce,NOT PAID,,16299
861,8249,Christy,Kelly404@gmail.com,8687515154,200 Block of RALSTON ST,Retail,39,1995-07-13,2009-08-11,948,Kelly,Chief finance officer,IL,COLUMBUS AV / GREEN ST,2276744816,Luggage,International,Regular,916,1255,500 Block of JOHNFKENNEDY DR,VALLEJO ST / KEARNY ST,DELIVERED,1996-02-09,1996-09-13,217.0,True,False,False,31e02ac0-66f3-11ea-85d7-7077813058ce,PAID,1996-09-13,16690
279,3172,Catherine,Alysha459@ymail.co.in,9719226221,100 Block of SANBUENAVENTURA WY,Internal Goods,978,1980-07-17,1982-04-29,821,Alysha,Technical support executive,IL,1500 Block of SLOAT BL,6595878396,Construction,International,Regular,84,464,800 Block of MARKET ST,1500 Block of SLOAT BL,NOT DELIVERED,2016-03-18,,,False,True,False,31e163c2-66f3-11ea-a771-7077813058ce,NOT PAID,,21003
75,5489,Lita,Rashawn68@hotmail.com,4582180805,1400 Block of BROADWAY ST,Retail,623,1976-12-15,1985-06-12,435,Rashawn,Sales manager,CT,800 Block of BRYANT ST,9703448223,Fashion,Domestic,Regular,869,1317,100 Block of POWELL ST,GOLDEN GATE AV / LEAVENWORTH ST,DELIVERED,2002-05-28,2002-09-08,103.0,True,False,False,31e27454-66f3-11ea-985a-7077813058ce,PAID,2002-09-08,93642
895,2037,Stephon,Rita822@google.co.in,1731496685,1300 Block of FRANKLIN ST,Wholesale,751,2010-06-24,2016-03-14,11,Rita,Manager,WI,300 Block of GOLDEN GATE AV,7945949825,Arts and crafts,International,Express,271,704,500 Block of HOWARD ST,500 Block of JACKSON ST,NOT DELIVERED,2010-03-15,,,False,True,False,31e3aca4-66f3-11ea-b4f1-7077813058ce,NOT PAID,,34832
866,2401,Demetrius,Jaime171@hotmail.com,2656568705,1000 Block of HYDE ST,Wholesale,899,1972-03-09,1982-07-14,204,Jaime,Office manager,TX,800 Block of BRYANT ST,4209429743,Luggage,International,Regular,691,1260,0 Block of MYRTLE ST,2ND ST / TOWNSEND ST,DELIVERED,1995-01-22,1995-01-01,-21.0,True,False,True,31e496d4-66f3-11ea-ae24-7077813058ce,PAID,1995-01-01,59176
792,1303,Evan,Debora90@gmail.com,2383254556,2000 Block of MISSION ST,Internal Goods,396,1982-04-30,1996-11-26,332,Debora,HR manager,NM,800 Block of BRYANT ST,9621041593,Arts and crafts,Domestic,Regular,808,1257,900 Block of THE EMBARCADERO NORTH ST,2500 Block of OCTAVIA ST,NOT DELIVERED,2008-09-24,,,False,True,False,31e5a810-66f3-11ea-b394-7077813058ce,NOT PAID,,3846
191,6798,Rita,Jan949@yahoo.co.in,3546706958,800 Block of MOSCOW ST,Internal Goods,792,2001-06-02,2014-01-08,179,Jan,Head of marketing,TX,0 Block of LATONA ST,9768020592,Home Furnishing,International,Express,997,1382,600 Block of GOETTINGEN ST,100 Block of 6TH ST,DELIVERED,1989-01-03,1989-10-17,287.0,True,False,False,31e70780-66f3-11ea-a98c-7077813058ce,PAID,1989-10-17,17651
59,9917,Franklin,Van725@yahoo.com,4148247171,NORTHPOINT ST / MASON ST,Wholesale,808,2014-04-17,2033-12-04,503,Van,Office manager,OR,3200 Block of 20TH AV,1791431137,Construction,International,Regular,329,977,1000 Block of SUTTER ST,800 Block of 3RD ST,NOT DELIVERED,1984-04-02,,,False,True,False,31e7ca9a-66f3-11ea-a42b-7077813058ce,NOT PAID,,2282
748,2969,Dianne,Jalen271@gmail.com,8158241511,900 Block of NATOMA ST,Retail,903,2013-11-25,2017-05-01,431,Jalen,Marketing manager,MA,LARKIN ST / SUTTER ST,7461936580,Home Furnishing,Domestic,Regular,600,1048,100 Block of MONTGOMERY ST,600 Block of PRENTISS ST,NOT DELIVERED,1987-05-07,,,False,True,False,31e92a06-66f3-11ea-a2c3-7077813058ce,NOT PAID,,49908
